appliance_name,power_rating_watts,daily_usage_hours,star_rating,appliance_age_years,household_size,location_type,income_level,season,usage_pattern,daily_consumption_kwh,monthly_bill
Air Conditioner,1486,4.2472757872886415,3,2,3,Rural,High,Winter,Weekday,5.579323408801254,14576.06306308164
Television,100,7.820919053325666,3,8,3,Rural,High,Winter,Weekend,0.7711426186579105,14576.06306308164
Microwave,970,1.3209901916487536,1,6,3,Rural,High,Winter,Weekday,1.3633675569968458,14576.06306308164
Fan,93,4.577041268056333,4,5,3,Rural,High,Winter,Weekday,0.37458505737773035,14576.06306308164
Lighting,34,2.957086835000593,5,8,3,Rural,High,Winter,Weekend,0.08747062857931755,14576.06306308164
Water Heater,2960,18.123904241512083,2,1,3,Rural,High,Winter,Weekend,49.247722517375955,14576.06306308164
Computer,133,4.411372469919334,5,1,3,Rural,High,Winter,Weekday,0.44883509195194266,14576.06306308164
Refrigerator,158,10.331841214444827,4,3,4,Rural,High,Winter,Weekday,1.3843014132761757,6421.322569132223
Washing Machine,521,0.526785281129702,1,10,4,Rural,High,Winter,Weekday,0.3128788498741752,6421.322569132223
Air Conditioner,1509,6.890207804572021,3,2,4,Rural,High,Winter,Weekday,9.191234042155674,6421.322569132223
Television,69,7.198953132544579,1,5,4,Rural,High,Winter,Weekend,0.519080515622127,6421.322569132223
Microwave,1044,0.3381314336226868,4,2,4,Rural,High,Winter,Weekday,0.29370366829613476,6421.322569132223
Fan,102,5.820335421620937,4,3,4,Rural,High,Winter,Weekday,0.5034357326285246,6421.322569132223
Lighting,101,2.5009837278295226,1,10,4,Rural,High,Winter,Weekday,0.28796326642229125,6421.322569132223
Water Heater,2998,5.742347466475342,4,0,4,Rural,High,Winter,Weekday,13.772446163594465,6421.322569132223
Computer,100,5.3427783534643725,2,1,4,Rural,High,Winter,Weekend,0.4904670528480294,6421.322569132223
Refrigerator,175,13.046396094491643,5,0,2,Rural,Low,Monsoon,Weekday,1.7123394874020281,6030.3924364785635
Washing Machine,517,1.6395548215658649,4,3,2,Rural,Low,Monsoon,Weekend,0.7188070666516202,6030.3924364785635
Air Conditioner,1473,7.378312203068653,2,6,2,Rural,Low,Monsoon,Weekend,10.955199906121088,6030.3924364785635
Television,77,6.208512561163072,3,2,2,Rural,Low,Monsoon,Weekday,0.422601033013248,6030.3924364785635
Microwave,1011,1.9141898753628188,4,3,2,Rural,Low,Monsoon,Weekend,1.6410885774650545,6030.3924364785635
Fan,94,5.59066424641181,5,5,2,Rural,Low,Monsoon,Weekend,0.43355601230923585,6030.3924364785635
Lighting,109,4.06939686950355,4,4,2,Rural,Low,Monsoon,Weekday,0.3832395195823664,6030.3924364785635
Water Heater,3034,2.6031951329966554,1,6,2,Rural,Low,Monsoon,Weekend,8.403572051656612,6030.3924364785635
Computer,107,5.028120016231319,4,3,2,Rural,Low,Monsoon,Weekday,0.456231497792765,6030.3924364785635
Refrigerator,203,8.831832781454375,4,10,2,Urban,Low,Monsoon,Weekday,1.7211475724498289,4517.370187627045
Washing Machine,541,0.41265357935573355,5,5,2,Urban,Low,Monsoon,Weekday,0.1841776088059478,4517.370187627045
Air Conditioner,1541,4.686154018846647,1,4,2,Urban,Low,Monsoon,Weekday,7.409118789961792,4517.370187627045
Television,113,4.262435743837002,1,1,2,Urban,Low,Monsoon,Weekday,0.46672392664292023,4517.370187627045
Microwave,970,0.4389504575403548,3,9,2,Urban,Low,Monsoon,Weekend,0.42705928964558654,4517.370187627045
Fan,80,4.030611427317195,3,10,2,Urban,Low,Monsoon,Weekday,0.32889789246908313,4517.370187627045
Lighting,47,3.0614411373373973,5,4,2,Urban,Low,Monsoon,Weekday,0.11654906409843473,4517.370187627045
Water Heater,3008,2.515501127607056,2,6,2,Urban,Low,Monsoon,Weekend,7.627160410976761,4517.370187627045
Computer,137,4.160900704794455,1,0,2,Urban,Low,Monsoon,Weekend,0.5415412267289983,4517.370187627045
Refrigerator,209,14.667229187633088,4,6,6,Rural,Low,Monsoon,Weekday,2.746644006592923,9075.613885418561
Washing Machine,505,2.0329576993969396,2,8,6,Rural,Low,Monsoon,Weekend,1.0718159582760542,9075.613885418561
Air Conditioner,1536,5.464964673515622,3,8,6,Rural,Low,Monsoon,Weekday,8.276667138180715,9075.613885418561
Television,143,8.393204573807276,4,6,6,Rural,Low,Monsoon,Weekend,1.0754045156327787,9075.613885418561
Microwave,950,0.494706300518308,4,3,6,Rural,Low,Monsoon,Weekday,0.3985353956975489,9075.613885418561
Fan,78,2.606927038385536,5,5,6,Rural,Low,Monsoon,Weekend,0.16775575492010925,9075.613885418561
Lighting,73,2.564948154440549,4,7,6,Rural,Low,Monsoon,Weekday,0.170763988330034,9075.613885418561
Water Heater,2957,6.947856728586137,1,8,6,Rural,Low,Monsoon,Weekend,22.640383205764984,9075.613885418561
Computer,129,10.105336176631962,2,4,6,Rural,Low,Monsoon,Weekend,1.2670878925155287,9075.613885418561
Refrigerator,184,10.790857587098133,4,10,4,Rural,Low,Winter,Weekday,1.906097084185014,5830.657118586375
Washing Machine,479,1.9948498835249697,3,9,4,Rural,Low,Winter,Weekend,0.9583996934910858,5830.657118586375
Air Conditioner,1548,5.484331944593199,3,1,4,Rural,Low,Winter,Weekend,7.3606096521496465,5830.657118586375
Television,81,6.586852808921686,4,7,4,Rural,Low,Winter,Weekday,0.4865839907006628,5830.657118586375
Microwave,1027,2.107865816293744,1,8,4,Rural,Low,Winter,Weekend,2.3855855690537093,5830.657118586375
Fan,93,2.8650479674101352,5,6,4,Rural,Low,Winter,Weekend,0.2238175472140798,5830.657118586375
Lighting,27,3.2149633432871734,5,5,4,Rural,Low,Winter,Weekend,0.0716133084717218,5830.657118586375
Water Heater,3028,3.255492495652271,1,7,4,Rural,Low,Winter,Weekday,10.67581467281239,5830.657118586375
Computer,138,1.4853306419043943,1,8,4,Rural,Low,Winter,Weekend,0.2258831426982527,5830.657118586375
Refrigerator,158,13.465890341797001,4,8,4,Urban,Low,Summer,Weekday,1.9744227054756436,7614.104521959851
Washing Machine,542,1.1655569454632166,5,3,4,Urban,Low,Summer,Weekend,0.5022268322306455,7614.104521959851
Air Conditioner,1528,5.159060138787038,3,0,4,Urban,Low,Summer,Weekend,6.700587308256606,7614.104521959851
Television,82,3.9264127913492235,4,3,4,Urban,Low,Summer,Weekday,0.27302703985925963,7614.104521959851
Microwave,950,1.049320191069093,3,8,4,Urban,Low,Summer,Weekday,0.9828982229744193,7614.104521959851
Fan,75,2.445033258978227,4,9,4,Urban,Low,Summer,Weekday,0.17310835473565847,7614.104521959851
Lighting,91,1.2042135401052125,4,10,4,Urban,Low,Summer,Weekday,0.10520009486359137,7614.104521959851
Water Heater,2970,8.63815713318139,5,3,4,Urban,Low,Summer,Weekend,20.395984715011238,7614.104521959851
Computer,173,3.6082223083959883,2,5,4,Urban,Low,Summer,Weekday,0.617980234758981,7614.104521959851
Refrigerator,235,17.800811397023878,5,6,6,Rural,Low,Winter,Weekend,3.5138801697725133,11964.41844781188
Washing Machine,547,0.745507752350182,3,7,6,Rural,Low,Winter,Weekday,0.3951511655789476,11964.41844781188
Air Conditioner,1462,4.621957187821774,4,4,6,Rural,Low,Winter,Weekday,5.838308417026456,11964.41844781188
Television,149,7.1086896447573285,2,8,6,Rural,Low,Winter,Weekend,1.1057993263798707,11964.41844781188
Microwave,1046,1.1928173984593295,2,4,6,Rural,Low,Winter,Weekday,1.212751762822382,11964.41844781188
Fan,127,6.308817998940905,1,9,6,Rural,Low,Winter,Weekday,0.8981674920552196,11964.41844781188
Lighting,55,3.6352156955705732,3,7,6,Rural,Low,Winter,Weekday,0.1937388204954337,11964.41844781188
Water Heater,3003,13.650565070664367,5,8,6,Rural,Low,Winter,Weekday,35.66360280926843,11964.41844781188
Computer,190,5.69628244775681,3,6,6,Rural,Low,Winter,Weekend,1.030343569150252,11964.41844781188
Refrigerator,172,13.991592057138465,4,7,5,Urban,High,Winter,Weekend,2.1947770964509683,5995.581689229052
Washing Machine,471,1.6452322047508483,1,2,5,Urban,High,Winter,Weekday,0.7656055160163977,5995.581689229052
Air Conditioner,1491,3.8159262689143096,3,0,5,Urban,High,Winter,Weekday,4.83611415690855,5995.581689229052
Television,62,2.9290700256892324,1,8,5,Urban,High,Winter,Weekend,0.20012578043519108,5995.581689229052
Microwave,982,1.7639438828952017,2,7,5,Urban,High,Winter,Weekend,1.7772299082211687,5995.581689229052
Fan,33,4.233146202335847,1,10,5,Urban,High,Winter,Weekend,0.1592509601318746,5995.581689229052
Lighting,33,1.6213778948336084,2,8,5,Urban,High,Winter,Weekday,0.05585971123280748,5995.581689229052
Water Heater,3031,4.432945085045804,2,7,5,Urban,High,Winter,Weekend,13.785599223145955,5995.581689229052
Computer,181,7.401401875416539,3,3,5,Urban,High,Winter,Weekend,1.2070280192448046,5995.581689229052
Refrigerator,220,15.541657955520373,5,4,5,Rural,High,Summer,Weekend,2.769523447673731,10424.234546179761
Washing Machine,479,0.48093203522336214,4,8,5,Rural,High,Summer,Weekday,0.21378006084120715,10424.234546179761
Air Conditioner,1495,10.990178467715785,2,6,5,Rural,High,Summer,Weekday,16.56175934370898,10424.234546179761
Television,87,7.460255947267295,3,10,5,Rural,High,Summer,Weekday,0.6620231127604995,10424.234546179761
Microwave,994,1.4728323187114833,5,9,5,Rural,High,Summer,Weekday,1.2956358624473048,10424.234546179761
Fan,125,6.052075050025592,1,7,5,Rural,High,Summer,Weekend,0.8192996598972146,10424.234546179761
Lighting,57,6.116805083590519,3,8,5,Rural,High,Summer,Weekend,0.34377667930795425,10424.234546179761
Water Heater,3042,6.817689809155306,3,7,5,Rural,High,Summer,Weekday,20.096490615067477,10424.234546179761
Computer,144,5.179598496870538,3,3,5,Rural,High,Summer,Weekday,0.6720218273779711,10424.234546179761
Refrigerator,189,12.789819579136108,3,8,5,Rural,Low,Summer,Weekday,2.38343403785033,10414.505313820824
Washing Machine,508,1.7952056385580168,5,3,5,Rural,Low,Summer,Weekday,0.7250117491880407,10414.505313820824
Air Conditioner,1461,19.008121387360205,5,8,5,Rural,Low,Summer,Weekend,24.160652851831937,10414.505313820824
Television,118,5.799018099674856,5,1,5,Rural,Low,Summer,Weekday,0.5234773638576492,10414.505313820824
Microwave,1002,1.170103877156627,2,9,5,Rural,Low,Summer,Weekend,1.2451356181754187,10414.505313820824
Fan,76,15.465744247245901,1,0,5,Rural,Low,Summer,Weekday,1.1166267346511538,10414.505313820824
Lighting,109,6.045484373376004,1,0,5,Rural,Low,Summer,Weekend,0.6260099068630851,10414.505313820824
Water Heater,3047,4.15441511232197,4,9,5,Rural,Low,Summer,Weekend,11.94962668779932,10414.505313820824
Computer,106,6.748100913947258,4,8,5,Rural,Low,Summer,Weekday,0.6637971907031639,10414.505313820824
Refrigerator,235,13.61915338270717,3,4,1,Urban,Low,Summer,Weekend,2.938059959251418,6521.044316876807
Washing Machine,479,1.9420386781030945,3,2,1,Urban,Low,Summer,Weekend,0.8223290897012618,6521.044316876807
Air Conditioner,1458,7.619582808591012,1,5,1,Urban,Low,Summer,Weekday,11.609272562997353,6521.044316876807
Television,104,5.532726755546301,5,6,1,Urban,Low,Summer,Weekend,0.48333900936452495,6521.044316876807
Microwave,993,1.5138822380574113,5,8,1,Urban,Low,Summer,Weekday,1.3078580042801782,6521.044316876807
Fan,48,7.546150153322736,1,4,1,Urban,Low,Summer,Weekend,0.3716328027508381,6521.044316876807
Lighting,52,3.95721306265472,2,3,1,Urban,Low,Summer,Weekend,0.19630942561217535,6521.044316876807
Water Heater,3013,2.7191716657923544,1,6,1,Urban,Low,Summer,Weekend,8.717207539690435,6521.044316876807
Computer,171,4.210349735120331,1,3,1,Urban,Low,Summer,Weekend,0.7250095933385156,6521.044316876807
Refrigerator,166,18.24467046055287,4,1,1,Rural,Low,Winter,Weekend,2.4713500819046503,10452.121412474477
Washing Machine,473,1.238744679214959,1,0,1,Rural,Low,Winter,Weekend,0.5566299216052417,10452.121412474477
Air Conditioner,1536,1.9890306257511707,1,7,1,Rural,Low,Winter,Weekday,3.3087285775695636,10452.121412474477
Television,135,5.640568779216903,2,10,1,Rural,Low,Winter,Weekday,0.8223949280098244,10452.121412474477
Microwave,978,1.4836933037535753,4,4,1,Rural,Low,Winter,Weekday,1.2537089721253412,10452.121412474477
Fan,70,6.774235573453071,4,3,1,Rural,Low,Winter,Weekend,0.40211862364017437,10452.121412474477
Lighting,58,5.3566295438242495,4,8,1,Rural,Low,Winter,Weekend,0.2883152285667964,10452.121412474477
Water Heater,2966,11.839456801290082,1,0,1,Rural,Low,Winter,Weekend,33.360037428995064,10452.121412474477
Computer,195,5.340515389005116,2,8,1,Rural,Low,Winter,Weekday,1.0872221228936614,10452.121412474477
Refrigerator,196,12.067139337509873,3,0,4,Urban,Medium,Summer,Weekday,2.010385413629145,4564.288913471862
Washing Machine,462,1.3062059058880267,4,1,4,Urban,Medium,Summer,Weekday,0.49242917687253895,4564.288913471862
Air Conditioner,1469,7.1987354258995495,3,3,4,Urban,Medium,Summer,Weekend,9.528023048922442,4564.288913471862
Television,141,2.2544789451798968,5,0,4,Urban,Medium,Summer,Weekday,0.23841114845277406,4564.288913471862
Microwave,977,1.5420942535385158,4,0,4,Urban,Medium,Summer,Weekday,1.205300868565704,4564.288913471862
Fan,103,6.9811099621266886,5,1,4,Urban,Medium,Summer,Weekend,0.5500765594657724,4564.288913471862
Lighting,17,1.2033206604399702,5,2,4,Urban,Medium,Summer,Weekday,0.015956031957434006,4564.288913471862
Water Heater,2979,1.8003193392567753,5,8,4,Urban,Medium,Summer,Weekend,4.665941641131962,4564.288913471862
Computer,154,2.2974216632353217,4,5,4,Urban,Medium,Summer,Weekday,0.31134658380165087,4564.288913471862
Refrigerator,194,14.857413521364768,1,3,4,Rural,Medium,Summer,Weekend,2.9025145907067786,7569.547041072378
Washing Machine,462,1.9936113943921132,1,0,4,Rural,Medium,Summer,Weekend,0.8749960409986984,7569.547041072378
Air Conditioner,1478,11.336567423169198,5,4,4,Rural,Medium,Summer,Weekend,13.571911787669702,7569.547041072378
Television,61,5.510758612327966,2,6,4,Rural,Medium,Summer,Weekend,0.338845525554822,7569.547041072378
Microwave,1045,1.0800941617504534,1,0,4,Rural,Medium,Summer,Weekend,1.0722634790777623,7569.547041072378
Fan,57,7.516745715357402,3,7,4,Rural,Medium,Summer,Weekend,0.41517241609633543,7569.547041072378
Lighting,67,7.4843755135693435,2,4,4,Rural,Medium,Summer,Weekend,0.48741247094569,7569.547041072378
Water Heater,2973,4.336200530327246,4,6,4,Rural,Medium,Summer,Weekday,11.550805662289962,7569.547041072378
Computer,130,2.677986229962396,2,2,4,Rural,Medium,Summer,Weekday,0.3258573644618244,7569.547041072378
Refrigerator,188,10.032270534045985,4,8,5,Rural,Low,Summer,Weekday,1.7502700464517986,7642.115144313376
Washing Machine,544,0.7813620184354191,2,2,5,Rural,Low,Summer,Weekend,0.3978570379950205,7642.115144313376
Air Conditioner,1516,7.50391661490552,1,0,5,Rural,Low,Summer,Weekday,10.80714070878693,7642.115144313376
Television,124,5.206005037605376,4,8,5,Rural,Low,Summer,Weekend,0.5990654116873259,7642.115144313376
Microwave,979,0.5206777142100242,1,3,5,Rural,Low,Summer,Weekend,0.513311686587095,7642.115144313376
Fan,75,3.5901353415360444,3,6,5,Rural,Low,Summer,Weekday,0.2563356633856736,7642.115144313376
Lighting,22,1.6075923423106684,1,3,5,Rural,Low,Summer,Weekday,0.03561460075155054,7642.115144313376
Water Heater,3005,5.547905724629639,2,6,5,Rural,Low,Summer,Weekend,16.804828356132163,7642.115144313376
Computer,105,6.182475121889342,2,8,5,Rural,Low,Summer,Weekday,0.6777229228615097,7642.115144313376
Refrigerator,159,15.09498026842643,1,10,5,Urban,High,Monsoon,Weekend,2.7361161234549742,4783.171915118182
Washing Machine,489,1.0717344484105733,3,6,5,Urban,High,Monsoon,Weekday,0.49892239429967733,4783.171915118182
Air Conditioner,1491,2.079974448580275,2,5,5,Urban,High,Monsoon,Weekday,3.0702294838048587,4783.171915118182
Television,56,4.595844225097345,1,5,5,Urban,High,Monsoon,Weekday,0.26894880405269667,4783.171915118182
Microwave,959,1.9945542769223201,5,2,5,Urban,High,Monsoon,Weekend,1.4919664902234338,4783.171915118182
Fan,60,7.5032702932762,2,1,5,Urban,High,Monsoon,Weekend,0.41328012775365314,4783.171915118182
Lighting,93,5.719027701098019,4,2,5,Urban,High,Monsoon,Weekend,0.4425154874001604,4783.171915118182
Water Heater,2962,3.2076515804605226,2,10,5,Urban,High,Monsoon,Weekend,10.261149099829993,4783.171915118182
Computer,154,5.671413145284777,5,7,5,Urban,High,Monsoon,Weekend,0.7467549688396468,4783.171915118182
Refrigerator,203,10.57750549417086,4,0,3,Urban,High,Monsoon,Weekday,1.717786892253348,6630.8480019625285
Washing Machine,491,1.4346197208262943,4,8,3,Urban,High,Monsoon,Weekday,0.6536816065550592,6630.8480019625285
Air Conditioner,1496,4.3481480413453655,3,8,3,Urban,High,Monsoon,Weekend,6.4137618572747295,6630.8480019625285
Television,118,5.257686950965341,2,4,3,Urban,High,Monsoon,Weekend,0.6030356625279208,6630.8480019625285
Microwave,1003,0.9510435374494004,4,6,3,Urban,High,Monsoon,Weekend,0.8546914145833268,6630.8480019625285
Fan,58,3.332013179916482,5,10,3,Urban,High,Monsoon,Weekday,0.17393108799164037,6630.8480019625285
Lighting,71,4.606473233209812,1,0,3,Urban,High,Monsoon,Weekend,0.31070661958000173,6630.8480019625285
Water Heater,3026,5.799118710490162,2,2,3,Urban,High,Monsoon,Weekend,16.42505269199486,6630.8480019625285
Computer,155,3.045862191177975,2,6,3,Urban,High,Monsoon,Weekday,0.47588550874964686,6630.8480019625285
Refrigerator,219,21.352492494930555,5,8,6,Urban,High,Winter,Weekend,4.068290395059118,8669.297221466384
Washing Machine,526,1.2909460045742123,4,2,6,Urban,High,Winter,Weekend,0.5649592818738218,8669.297221466384
Air Conditioner,1537,1.6071611021099017,4,4,6,Urban,High,Winter,Weekday,2.134258514446682,8669.297221466384
Television,115,2.4860887075187454,5,10,6,Urban,High,Winter,Weekday,0.25731018122819016,8669.297221466384
Microwave,1012,0.8159550679350538,1,5,6,Urban,High,Winter,Weekend,0.8629051225440368,8669.297221466384
Fan,94,7.313294022268713,3,10,6,Urban,High,Winter,Weekend,0.7011986308551241,8669.297221466384
Lighting,44,6.984606758717533,2,8,6,Urban,High,Winter,Weekend,0.32084489606844857,8669.297221466384
Water Heater,2974,7.959389805968882,2,10,6,Urban,High,Winter,Weekday,25.56492330558757,8669.297221466384
Computer,174,10.202273016045764,4,8,6,Urban,High,Winter,Weekend,1.6473814284469415,8669.297221466384
Refrigerator,167,13.616437168392704,3,2,5,Urban,Low,Monsoon,Weekday,2.010167386295478,3417.7855888758404
Washing Machine,490,1.528394970101181,4,5,5,Urban,Low,Monsoon,Weekend,0.6590439111076293,3417.7855888758404
Air Conditioner,1507,1.5466483768601036,5,4,5,Urban,Low,Monsoon,Weekday,1.8879472741818228,3417.7855888758404
Television,84,4.054997801842326,2,1,5,Urban,Low,Monsoon,Weekday,0.31268899049566545,3417.7855888758404
Microwave,1036,0.47727281551614237,5,10,5,Urban,Low,Monsoon,Weekday,0.44500917318725114,3417.7855888758404
Fan,50,9.060110942849501,4,4,5,Urban,Low,Monsoon,Weekend,0.39139679273109856,3417.7855888758404
Lighting,105,6.53511139237321,1,1,5,Urban,Low,Monsoon,Weekend,0.6649149086170123,3417.7855888758404
Water Heater,2993,2.5349016926004184,3,8,5,Urban,Low,Monsoon,Weekday,7.480743315229709,3417.7855888758404
Computer,197,2.1908062397505366,3,3,5,Urban,Low,Monsoon,Weekend,0.38886153513700106,3417.7855888758404
Refrigerator,228,10.166777264859897,5,1,3,Rural,Low,Monsoon,Weekday,1.7732892905368636,5247.321738421035
Washing Machine,451,1.4334095331563246,2,4,3,Rural,Low,Monsoon,Weekday,0.6283666038688043,5247.321738421035
Air Conditioner,1454,3.984168949616269,3,2,3,Rural,Low,Monsoon,Weekend,5.120995781023977,5247.321738421035
Television,54,7.88233319671866,3,2,3,Rural,Low,Monsoon,Weekend,0.37627105747856193,5247.321738421035
Microwave,1047,1.1479611149823945,4,0,3,Rural,Low,Monsoon,Weekend,0.9615322299092537,5247.321738421035
Fan,99,4.1821561454892935,4,4,3,Rural,Low,Monsoon,Weekday,0.3577249080605723,5247.321738421035
Lighting,63,6.392854050849673,4,4,3,Rural,Low,Monsoon,Weekday,0.34797583169584945,5247.321738421035
